"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 10 09:34:18 CST 2020","Tue Nov 10 09:34:18 CST 2020","124","testcases","test_login","TestLogin","","","test_login[用户名为空]",""
"passed","Tue Nov 10 09:34:18 CST 2020","Tue Nov 10 09:34:18 CST 2020","109","testcases","test_login","TestLogin","","","test_login[密码为空]",""
"passed","Tue Nov 10 09:34:18 CST 2020","Tue Nov 10 09:34:18 CST 2020","115","testcases","test_login","TestLogin","","","test_login[用户名密码都为空]",""
"passed","Tue Nov 10 09:34:17 CST 2020","Tue Nov 10 09:34:18 CST 2020","477","testcases","test_login","TestLogin","","","test_login[成功登录]",""
"passed","Tue Nov 10 09:34:18 CST 2020","Tue Nov 10 09:34:18 CST 2020","112","testcases","test_login","TestLogin","","","test_login[密码错误]",""
"passed","Tue Nov 10 09:34:18 CST 2020","Tue Nov 10 09:34:18 CST 2020","118","testcases","test_login","TestLogin","","","test_login[用户名错误]",""
